overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
3.0,True,"10 28, 2008",A1QG10U3GUVZQU,B0013LTP5Q,Amazon Customer,This game is fun - the only drawback is that the kids tend to run right off of the assigned foot spaces. With practice I think it will get better.,Active Life for Active Children,1225152000,4,,
3.0,False,"08 25, 2010",AJ8CBMFSPRKQU,B0008JILWM,&amp;#60;/&amp;#62;&amp;#60;,"Driver 1 and 2 are extremely fun games for the GameBoy. As for 3....it's ok. I with they left in a few tid bits as found on 1 and 2...like going for a ride.
Good game tho, but I'd rather have Driver 1 or 2 if I couild buy just one of the 3",Driver3...one of the very last games made for GBA,1282694400,,{'Platform:': ' Game Boy Advance'},
3.0,True,"09 19, 2007",A2X0XY1WTHEJDW,B000GPXS94,Debra Young,I love the sims but Pets I thought would be more fun if you got to control the pets yourself. Overall it is pretty good but would of been better if you could have them do more stuff.,Pets,1190160000,2,{'Platform:': ' PC'},
3.0,False,"09 5, 2005",A2QQHIY23PL7H3,B00000K50Z,Simon,"Outlaws was released in 1996, and was one of the last 1st-person shooters to retain a sprite-based game engine over a true 3D polygonal one. It's also one of the few western-based shooting games on the market.

You're Marshall James Anderson, a former lawman who takes up the badge again when a railroad baron's goons kill your wife and kidnap your daughter. You'll fight through nine stages, including ghost towns, mines, cliff dwellings, and saw mills on your quest for revenge. Bonus missions send you on bounty-hunting quests for those thugs you never saw during the main game. Lucasarts really nailed the spaghetti western atmosphere and trappings with lots of animated cutscenes and excellent voice work. You can also pop the game CDs into your CD player and hear the highly memorable full-length soundtrack.

But there are problems with Outlaws' gameplay. The environments are still pretty decent, but the enemy sprites were average by 1996 standards, and look pretty bad today. Some of the levels can be disorienting and confusing, and the missions fall into key hunts that aren't much better than the original DOOM. There's really no sense of direction except to run around and open passages until you meet the boss. Bosses aren't as distinctive as in other games, and you might not know you've killed one until the game jumps to a cutscene. To its credit, Outlaws included elements that later became staples of the shooter genre, including having to manually reload (bullet by bullet!), a sniper rifle, and a stamina meter where your character becomes slower and out of breath the longer you run.

I can't say there's much reason to buy this title today if you've been raised on shooters like Half-Life and Halo, but if you're a collector of Lucasarts games and want to experience the high-quality cutscenes and soundtrack, Outlaws is a must-have.",The new sheriff in town,1125878400,2,,
3.0,False,"11 19, 2007",AG1X2EJ1Q7K3A,B000PS2XDO,Dan G. Hiris,"This product installs securom malware without asking the user just like Bioshock. The graphics would be amazing if you could have a GPU from the future but with the same graphics card, Bioshock looked awesome while Crysis left a lot to be wished for. The single player is very short which makes it very similar to Call of Duty games. The multi-player ""Power Struggle"" is very nice but as with other previous MP games, it is easy for some players to dominate the game.

Definately buy the game but don't expect a lot.","Good game, terrible distribution",1195430400,6,{'Format:': ' DVD-ROM'},
3.0,True,"06 8, 2010",AHFK0ESG0RUGX,B0029MAXTU,Ramie,"I bought this game thinking it would be a lot like a game I used to play on my PC in college, where you match 3 like balloons and get rewards and power-ups that fall out of the balloons you pop.  Unfortunately, this game is entirely different.  It took me a little while to figure out how to play it, as the directions were not really clear.  Apparently, you are to get as many like colored balloons together to pop before the timer runs out.  The higher the level, the quicker the balloons appear on the screen.  Once I figured out how to play, the game is fun for a little while, but becomes repetitive.  In addition, my eyes start to hurt from staring at the small balloons and in some cases, very subtle differences in color between them.  I suggest only buying this game if it is on sale, as this one will not provide hours of lasting entertainment.","Decent, but not what I was expecting",1275955200,9,,
3.0,True,"01 6, 2014",A1KRHZU8PVC0YP,B000ZK9QBO,paj88,"Not the best game in the world, but works fine and brings back some good memories about the movie. Fine",Ok,1388966400,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation2'}",
3.0,False,"12 2, 2000",A28M5RYOO8Y1YX,B00004U62Q,Matt Novack,dont get me wrong this game is great but it is so liitle and you can beat it in less than thirty minutes if you are playing it for the firs time. i played this game in the arcade and it was my favorite game for a long long time. when i saw that it was coming out for ps2 i perorderd it right away. when i took it ome i was thinking i got a big long lasting game. well it ended up i beat the game in about thirty minutes. this game is completly the same from the arcade. ig you want a good shooting game i would suggest to get unreal tournament or time splitters.,well i really don't know about this....,975715200,,,
3.0,False,"10 29, 2008",A3L2ORVGVM3UET,B0017KA4F8,Robert A Bauer,"Don't get me wrong, I do like aerosmith but this is one game that just got boring so fast I couldn't see straight.  It was too easy of a game to beat and the songs just really didn't appease me.  Every other guitar hero has been good but this one.  I really was disappointed overall.",Another guitar hero game but more boring,1225238400,,"{'Edition:': ' Wireless bundle', 'Platform:': ' Xbox 360'}",
3.0,True,"11 28, 2012",A3MH8R8UUPVL7V,B003EZ1KGQ,kcgoat26,"game ending was a surpise,i was very confused at the ending, for the price of game it was worth it",entertaining,1354060800,,{'Platform:': ' PC'},
3.0,True,"08 8, 2013",A2S0S9IMQRBLGU,B000A3ON5K,Tommy Killeen,This game is alright...It is not for kids...Shoddy Gameplay....Graphics are cool but controls are frustrating for the most part. All in all it is a decent game if you enjoy your kids yelling at you for help with it all the time.,Not for 7 or under.,1375920000,,{'Platform:': ' GameCube'},
3.0,False,"04 9, 2009",A1C7BWPATO40VA,B000QY9C90,Nathan T.,"This game is great, you run around and blast zombies. Great fun for online, actually, online experience is pretty neat since you can talk to people.

However, you'll soon realize one thing:

1. Is this it?

You'll realize that all you really do is the same thing every single time OVER and OVER again. You run around shooting endless amount of zombies. Sounds like fun and I admit, it is fun for a week or two, then its just boring as heck. It's not like you're actually trying to beat some sorta game with an ending, it has no real ending basically! It ends fast and has like 4 different scenarios to play under, but after you finish them all, you feel like deja vu....

Rent it for awhile, great fun at first, then it gets boring.",Great FUN! Until You Realize It's The Same Everytime You Play....,1239235200,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
3.0,True,"11 30, 2012",A3HOBP97RKKY0M,B005C2D2MO,J. Wiles Parker,"After picking up Dishonored cheap, I couldn't wait to start playing.  Within a couple of hours I was frustrated.  Playing this game is like playing a mashup of Bioshock and Assassin's Creed. You can either take a full out approach and barrel through by creating more and more chaos in the world of Dunwall or you can be uber patient and sneak your way through the levels.  I have no patience, or not enough because every time I try to be stealthy, I fail miserably.  Not to say the game isn't fun, it is just frustrating when you just want to go in with guns blazing and you sort of get reprimanded for it.  The game not only rewards patience through the achievements, but encourages creatively finding your way through the levels.

Now, don't get me wrong.  I enjoy sneaking around from time to time.  And I can have patience, but this is the type of game where they really needed to market the fact that the nonviolence is preferred.  It takes a special type of player to not only find the creative solutions all the time, but to also do so in a totally non disruptive way to the ideas of the game.  I may not quite be it.  I still enjoy Dishonored since it allows some level of free roaming, and I will work my way through it multiple times since the first playthrough has been more about getting the lay of the land.  But, I have to say I'm not blown away by the gameplay or the graphics or the voice acting or the story.  It still feels like a complete package.  I just do not have the patience required to get full enjoyment out of the game.",Patience Required,1354233600,,{'Format:': ' Video Game'},
3.0,True,"06 9, 2016",A1D5DG40AIZIUH,B005IL1E0G,Nicomil,"Works, but doesn't stay plugged into the NES very well.",Three Stars,1465430400,,,
3.0,True,"03 9, 2013",A3DLSYJVDBU6OS,B0050SWNGQ,A. Griffith,"The Hardened Edition is kind of pointless this year.  It gave me a Zombie map (early, it's a part of the 1st DLC) and Nuketown 2025 map (which is only available in one multi game mode.)  Get the regular game.  Campaign is okay, kind of confusing and some missions are just plain stupid and unrealistic.  Multiplayer is pretty good.  Not too many exploits.",Hardened Edition is really pointless.,1362787200,,{'Format:': ' Video Game'},
3.0,False,"11 24, 2008",A1HQWPU9DCL9Q8,B001DF1AM8,J. Loscheider,"I downloaded the trial version, upgraded to the latest (1.11 now, I think?) and purchased a serial key.

This game is a ton of fun. You WILL find yourself leaning to the right as you try to reach enough so that your hatchet connects with the Swadian Footman whose group ambused your trading party. You'll also find unexpected joy in a well-placed headshot (with a recurve bow, no less) that reduces your foes by one.

System-wise, it's also not very demanding, which is a relief given how rapidly the tit-for-tat of hardware and software developers keep pushing each other to their limits.

However, there are limits to the fun that is to be had. Dialogue is very basic, as are the quests. Interaction is similar to Freelancer (though text-only) in its repetition. Your quests come down to: deliver a message, collect a debt, train villagers, bring us some cattle, and kill this criminal. There are also only five kingdoms - I was hoping for a few more, just to make it interesting - and the entire landscape can be crossed in about 2 days of game time, provided you aren't ambused by looters or bandits in the process.

Finally, there are still bugs to be worked out. This along shouldn't deter you from purchasing this fun game - remember Sacred, with its 100 MB+ patches? That RPG was still a blast. The bugs are mainly graphics-related at this point. NPCs lose faces or some of the screen backgrounds go quirky. There are program crashes (though I've yet to see a full system crash from M&B), and for this I can only suggest saving often and reporting the crash to the developers.","Though lacking slightly in finesse, very fun and open-ended. Some bug issues remain.",1227484800,24,{'Platform:': ' PC'},
3.0,True,"11 18, 2014",A2D30CJTCUA873,B0022TNO7I,Harold Wesley,works good,Three Stars,1416268800,,{'Format:': ' Video Game'},
3.0,True,"01 23, 2015",AQGN9DICG1AGO,B000VTQ3LU,Mary Ann Sakyi,Its ok after you get it set right it works fine,Three Stars,1421971200,,,
3.0,False,"09 27, 2008",A2YI4NYWRHVP3D,B000ZK7ZMQ,S Boy P,"I am a real fan of fighting games, but It seems like they were trying to sell this game with the novelty of Vader and large breasted women. I feel the game is too short and is a cluster of different play modes that I really don't care about, The story mode ends before it begins it seems like, which is a shame. I honestly can't say I recommend this as a game to purchase, but more of a rental over the weekend.",Not too great,1222473600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
3.0,True,"05 1, 2014",A1408CQA8FV4ZT,B000JVM256,Jarrad The Man Costantino,"The game worked, but it didn't come in the condition I was hoping. Material was loose inside and the cartridge was chipped on the top right. Not what you call ""very good"" condition really",It was a bit damaged,1398902400,,{'Format:': ' Video Game'},
3.0,True,"07 12, 2012",A35OIBCHMZ60SL,B001E45XT4,Baron,"First of all, I found this headset to have great sound quality and I really enjoy using it as a gaming headset. The built in tuck-away mic is also a cool feature and has good clear quality. However, my gripe is that on some days I need to use the headset to make Skype calls that can last extended periods of time, and I find the headset gets extremely uncomfortable because the way the earpieces are insulated can make it really hot and uncomfortable around the ears. Another small gripe is that the headset is actually huge, and way bigger than I expected. Wearing it for a long time can be uncomfortable for this reason also, because of the weight. If it had been cheaper I probably wouldn't have minded so much, but for the value for price I found these little design flaws disappointing.",Not great for using over long periods of time,1342051200,,,
3.0,False,"09 28, 2011",A1QJEI2S15711P,B004PAGJOC,J4A72,"Dead Island is a great idea for a game, and works for the FPS genre but there was something missing for me that I couldn't get into this game. The characters are weak and so was the story, but in the end I don't need a great story when I just want to go on a Zombie Killing rampage! I do however, recommend this game because it is fun to play (especially in a group on XBL) but it is not the greatest game out there. I still prefer Left 4 Dead over Dead Island. I do hope the developers take gamers feedback and improve with the inevitable Dead Island 2. Check it out.","Good idea, didn't work for me",1317168000,2,{'Format:': ' Video Game'},
3.0,False,"04 12, 2016",A1HF3K6L0HEJ7Z,B00DDXILBQ,toddisit,"One of those games that got part of the way there and flopped. The online element is weak, combat isn't great, pace is slow, story is muddled and boring, convoluted. It keeps you mildly entertained with various missions and RPG content. Overall, it's not great like Watch Dogs. Open world games aren't always fun or engaging, this falls short in many categories. Another thing to beware of, saves are glitching. I did a mission at Hudson Refugee Camp, very time consuming and hard, no save upon next boot up from last save point. Game randomly crashes if going back outside of a chosen mission area. Hopefully fixes are coming. If you don't have extra cash, forget this one, it's not that good.",Good example of next gen flaws,1460419200,,{'Format:': ' Video Game'},
3.0,False,"08 1, 2016",A12IJIK9OUEH4K,B00ZJ20XEM,Humanoid LX500,"The game is a five star game, but go buy it from walmart, or make sure you buy it new, so that you know that you will get a new code.

without the expansion packs, this is only half of a game, ... literally it sucks, you build up your character half way and there are no more missions for you.

greed is a game killer. literally traded in the original destiny and another game,  for this and got the same game back, .. with a used code

... they really should of put CODE somewhere on the cover. ""EXPANSION PACK CODE INCLUDED"" or something.","Don't expect the expansion packs to come with a used game, Destiny is only half a game without the expansion packs.",1470009600,,"{'Edition:': ' Legendary', 'Platform:': ' PlayStation 3'}",
3.0,False,"06 30, 2014",ASS9VPP273Q0U,B00CX7FQ4I,C. Floyd,"I strongly suggest putting $60 toward something else and just downloading the demo...

This is the most in depth UFC game to date, and the control scheme is simple enough to be competitive, but complex enough to really cover every aspect of the sport.

A lot of the reviews are saying the movements are sloppy, which is true, but only if you are attempting moves at inopportune times. For example, attempting a head kick at close range will result in getting caught up and possibly falling, whereas sliding right and then swinging with a right hook will land with a huge BOOM.

I personally am not a huge UFC fan thanks to Dana White and am glad I stuck to the demo. It gives you a full fight that is fun from time to time without a $60 price tag and the endless features I am likely to never use.

If you are a big UFC fan, I would definitely suggest a purchace as the presentation is phenomenal and the character models, action, and intensity is highlighted with the new-gen consoles.",Unless you are a big UFC fan...,1404086400,,{'Format:': ' Video Game'},
3.0,True,"02 18, 2015",A17YRPNLETYV0,B00GGU6I90,nelson cabral,Interesting game with a multilevel approach to the story.  Game provides endless hours of amusment for a low cost.,Fun Game with a spark of curiosity,1424217600,,,
3.0,False,"07 5, 2009",A2XOU1AQTC1745,B000P0TCAO,Branford Marsalis,"Gabe and Tycho said it best.  It sucks that you have to play hundreds of hours to make computer Tiger Woods like Tiger Woods.  You have to unlock everything before the game becomes any fun at all.  I don't have the time or the patience to commit to that kind of time when I should be working on my REAL LIFE GOLF SWING!!!  When I buy a golf video game I shouldnt have to work harder than I do in real life at golf.

In real life I can hit 300yd drives.  In Tiger Woods Golf how many hours and wins do I have to stack up before a driver will pass 275yds????  I can hit that with my 3WOOD!

I love the graphics, and I love playing video game golf on a rainy day when I cant do the real thing... but I HATE paying so much money for a game I have to UNLOCK to have fun with. [...]",Needs changing,1246752000,,{'Format:': ' Video Game'},
3.0,True,"05 20, 2011",A2UUIHOKCQOK7V,B004CVWETI,Truenikos,"In this game, Locke, a brooding loner hero with a troubled past must go on a dangerous mission for his country.  As luck would have it, turns out the world is dying, and now he has to fix that too.  The story and characters are interesting - I found myself desiring to know more about them.  The battle system is also enjoyable early on.  The key mechanics are swapping turns with enemies to setup chain combos, and using skills to reposition enemies to attack multiple baddies at once.  All in all, good ideas.

I have two major gripes with the game that bring down it's score.  First, 80% of the game is spent running through fields and plains to get to where the story is, all the while fighting random monsters.  (You can avoid the battles, but you do need XP.)  The remainder of your fights will be 'Cut and Paste Soldier A, B, and C.'  As you level up, damage scales a little slower than HP, so you'll find these pointless battles take longer, especially when monsters hide in the back row and take reduced damage, and you don't have a party member with grapple at the time.

The second gripe is how the time travel plot hook is used.  Generally, at any point in time, there are only two possibilities for outcomes.  If you come across a decision, you either make the right one and proceed, or make the wrong one, and it's game over, back to the decision point so you can make the right one.  Then, at certain points, you will be unable to proceed in one timeline until you go to the other timeline and do something silly and arbitrary.  For example, spending 10 seconds mastering a sword dance, or giving a character a pep talk.  Even though the timelines run parallel, for some reason, giving a guy a pep talk in one makes him different in the other.  Strangely, though, the sidequests come up with more interesting ways to use the time travel mechanic, as NPCs ask for stuff that can only be obtained in the past or the future, so I can't imagine why the main quest got the shaft.  After all, there are games like Chrono Trigger where using time travel brings on interesting effects or consequences.  Here, there are no such effects or consequences.  There is one way to proceed throughout the main story and the game won't let you forget it.  Ever.

On the whole, this is an average game.  Not a waste of money, but it could have been better.",Pretty linear for a time travel game,1305849600,10,,
3.0,True,"02 22, 2015",A2KQG9LFXGI91R,B0050SVFB0,Tlmsrr,"I can see how others would like this game a lot. It's good, but it did irritate me often through the gameplay. I will say the game is some what fun but it's not a must have game.
I did not like any of the music at all. And there was this other noise that was made in the game which sounded like bees singing, and I couldn't stand that also.
Also after every few boards at the end, the screen would go bright white with Rayman scoring his points. I wish that screen wasn't shown because the bright white was hurting my eyes and it was unnecessary. Hopefully Rayman legends have fixed these problems, which I believe they did as I saw some clips on youtube.",Good but irritating music,1424563200,,{'Format:': ' Video Game'},
3.0,True,"07 12, 2015",A2QU0EAMG06R1M,B0002GTFIK,Ryan,"Good game for the PS2, but I couldn't really get into it. Not my kind of game, and that's after I thought this would be different from most JRPGs. While it certainly is, it still has all the quirks that JRPGs like to irritate me with. Simple put; if you don't like JRPGs, then this definitely won't change your mind, but if you do then this is a unique take on the formula.","Good game, but still not my cup of tea.",1436659200,,,
3.0,True,"07 7, 2015",AY2H631YUYPX2,B00004TEQF,Kristopher Chavez,"It is true that a game that is too easy can be boring. On the other hand, if a game is too hard, it's just not fun. Neo is the latter. It would have been great if the game started easier and gradually became harder. But it was difficult from the git-go. I will say this positive thing about it, though, the graphics and character designs are lovely and super cute!",Cutely Difficult,1436227200,,,
3.0,True,"02 3, 2017",A3CS3M8A864S71,B01GW3POY0,Mgus,"I have played every single Resident Evil game since #1 on the original Playstation.  When you compare the games, 1-3 are in a league of their own.  Those games offered tons of puzzles, a constantly limited inventory, and in my opinion offered true survival horror.  Then 4 came around, and I must say I actually appreciated the more fast action pace of the game.  A lot more zombies and shooting, with some sense of puzzle solving.  4 stood alone and did right.

Then came 5 and 6.  These games brought online into the mix and very fast paced action.  This is when Resident Evil fell apart and lost every bit of survival horror it had.  It lost its identity.  Enough said.

What Resident Evil means to me, is a mystery where you are constantly searching for clues. You have to be cautious and move around every corner with fear of your life no zombie or thing will take you down.  Lets me be real for a second here.  A zombie is about the size of you.  It should not be so easy to take down.  Realistically if you only have 4 bullets for your handgun and a couple shotguns shells so be it.  You may have to run past that zombie or at least take a couple shots so it falls to the ground and you can get around it. (Not taking down what seams like 100 zombies with unlimited amount of ammo laying around all over the place! <RE 5 and 6 that is> )

I haven't even touched on 7 yet......

Resident Evil 7 learned from ""The Last of Us"" and went back to its roots.  Survival horror did come back.  A limited inventory did come back and (some) puzzle solving did come back.  Thats all a good thing.  I enjoyed the story and my run around the Estate in my roughly 10 hour play through.  There were some scary moments and they did a great job with all the visuals.  If you get a chance to play it in VR it was very well done.  You really feel like you are the main character running around fighting for your life.

Now for my issue that brings this down to 3 stars.  This game felt like a scripted movie with too many action sequences.  The first 3 hours were very linear with no big sense of exploration.  There were many jump scares and such, but I never really got lost in this game.  I found it pretty simple to find my way around the Estate.  There were only 3 main types of keys you had to find and and I almost felt as though I was guided with clues before I could even have a chance to solve/explore for myself.  To add to this, there there were basically 3 very similar enemies in this game.  No real diversity here.  Also boss fights were more frustrating than enjoyable.  Basically shooting at targets multiple times before it goes down. (Don't even get me started with the last boss of the game)

In closing, will you enjoy this game?  More likely yes.  Is worth your time?  Yes.  Will it go down as a masterpiece?  No, but it will be the pioneer of a true full length VR game.  This series is going in the right direction but it needs to be beefier.  It needs to be longer, add more enemies, less linear, and allow for more exploration so the user can get back to solving puzzles like the good old days.","I have played them all, 0-7",1486080000,3,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
3.0,True,"10 1, 2011",AL53XOAPH8N4H,B001UWGCW2,Craig A. Youngman,"This game is a bit like Bioshock and even more like Dark Sector. In fact, I get the distinct impression that this is the game that Dark Sector wanted to be if it had a higher budget- only without the fun of getting to throw the glaive with it's aftertouch ability. The biggest problems with this game are that the controls aren't customizeable, and you don't get to save when you want. The save problem wouldn't be so bad except the entire first half to two-thirds of the game is full of tedious, annoying missions like an escort mission (ugh!), chase down the guys who captured whatsername before they kill her, and- my personal ""favorite""- run through tunnels full of toxic gas with the world's worst gas mask that runs out of oxygen every 30 seconds and therefore needs constant replenishing while you try to figure out how to open the stupid door that will finally get you out of there... I had to play through these entire areas over and over until I figured out what to do, where to go, and how to get there. Also, I get that its more realistic to only be able to carry two guns at a time like in Dark Sector, but it then has the same problem in that you often get into an area where you really wish you'd brought something else. You can pick up weapons dropped by enemies and they will have a particular gun conveniently placed in sections where you absolutely have to have it, but it still feels like there could be a better way...

Oddly though, once I ""stubborned"" my way through all this not-fun decided-twice-to-give-up junk in the first half or so, the game really picked up. The stupid tedium gave way to some real combat (gotta say, the gore is cool), some of the weapons and abilities got pretty fun after a few upgrades, and even the previously mediocre surroundings were replaced by really nice, creative environments. Its almost like someone barged in while they were halfway through the game and said, ""Hey! You're screwing up the game! Get away from there and lemme show you how its done!""

So, basically, if you can buy this game real cheap and muster the immense patience/tenacity it takes to get through the first bit, you'll be rewarded with some real fun. Otherwise, get Bioshock and/or Bioshock 2, a $5 copy of Dark Sector, or stick with your favorite FPS.","Deeply flawed, but eventually gets fun.",1317427200,3,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
3.0,False,"04 20, 2009",A1AISPOIIHTHXX,B000ZK696O,Cloud,"As I was in the store, mind deadest on buying ""Ninja Gaiden II"" for the Xbox 360, a question ran through my head: ""am I this crazy?"" I mean after all, Sigma on the Playstation 3 was frequently frustrating but it was one that you got better at over time. NGII on the other hand I played previously, found it borderline controller-throwing and figured no game is worth this frustration so why am I in the store buying it? It's really the combat system which is arguably, for me anyway, the funnest and most satisfying of the fighting styles, easily besting those in God of War, Devil May Cry, Heavenly Sword or even something like Prince of Persia games. But you know what? That doesn't excuse the poor cheap hits, odd bits of programming and large amount of enemies and this makes this a game that's incredibly hard to love.

Story: There's a cutscene in the game where a werewolf named Volf (Volf the Wolf...lot of thought into that name, no?) declares to his minion werewolves that he wants an adversary worthy of him. That's all you need to know about this story: it's frequently stupid, doesn't make sense and is just a placeholder for the sexy violence. There's some kind of baddie who wants to revive a potentially world-destroying Archfiend and yeah, Ryu's the man to stop everybody's plans.

Graphics: Team Ninja's animators do really great jobs at delivering not only fast combat but having it be as fluid as possible and seeing Ryu jump, dash and slice his way on screen is quite something to watch. Cutscenes look great and certain locales are quite stunning. However there is one thing they still haven't been able to perfect which is the skin on characters. Quite frankly, they look like shiny mannequins and even with Dead or Alive 4 released several years ago, they still haven't fixed this. Oh and we get it Team Ninja: you love bouncy breasts.

Sound/Music: The music's quite dynamic, epic and nicely energetic though not memorable in terms of melodies but it provides an adequate soundtrack at your demon slaying parties while sound effects from roars to swishes of the blade(s) are very good at making the hits and kills that much sweeter. As for voice acting? Keep it on Japanese with English subtitles since the story and the VA becomes a hell of a lot more tolerable. I don't know why it is but even a flatly-delivered line in Japanese sounds cooler than English.

Gameplay: Team Ninja are notoriously in love for difficult games; ones that challenge you and push you to the brink but at a certain point you got to ask yourself: is the game worth it if I'm madder at the game the more and more I play it? That's the crux and indeed the proverbial straw that might make you stop playing this. I find it funny on the back of the game's box is mentions that having the ability for save points to replenish your health or major battles will refill your health bar is helpful to a ""casual gamer"". Well you know what? Having played all Devil May Cry games, God of War as well as Ninja Gaiden Sigma, I honestly don't get how they think this game will be easy to Ninja Gaiden newbies or veterans since it frequently adds things detrimental to the enjoyment of it all. Enemies throw exploding shurikens with reckless abandon. Enemies with rocket launchers. Giant mechs in addition to enemies with rocket launchers. Then we have all 3 at once and yeah, this game can frequently get unfair. The game was even winning me over with parts that were challenging but not too bad but then boom, one annoyance after another.

And all of this is further enhanced by one of the worst cameras you'll ever be in control of. This camera seems to love the scenery and you more than showing you what you're doing and very frequently I'd have to reposition the camera just to figure out what's going on or who hit me or where that enemy came from. I get that the kill animations wouldn't be as impressive if it was like God of War's camera being your eye-in-the-sky but at least then you could figure out what was going on in the battlefield. Like Tomb Raider games, you'd think with reviews and fans complaining of bad cameras, Team Ninja would go ""damn, we should fix that camera problem next game"" but apparently not. Game's so difficult even the game does stuff that'll make it easier to kill you faster.

Now the game as I mentioned way above has probably the most visceral and all-around entertaining fighting combat systems around. Sure it's really just LT to block, X for weak, Y for strong like most games but honestly; being able to go all over the screen tearing enemies apart limb by limb has never felt as rewarding as this. Like I said, save points can regenerate you to full health while major battles can heal you fully after they're done (provided you don't have any red sections) and the wealth of weapons make it apparently easy to make it through the game. Also thankfully, Team Ninja toned down the precision-based platforming sections as well as those damned ghost fish though in their place are respawning jelly fish that explode,  a boss that explodes and kills you unless you hold block (chapter 7, so I save you the aggravation of replaying him) and an item limit of 3....3! You can only carry 3 of each item and yeah, fun fighting, annoying game design.

I wish Team Ninja didn't make such frustrating and difficult games since they'd make some of the best action games around but alas, if you're going to get into this, make sure you're not the controlling-throwing kind.",3.5; it ain't easy being a ninja,1240185600,,,
3.0,True,"01 26, 2018",A3QWJO1DJ3CLAG,B004H7P0B6,Troy D.,"Just got it today. The picture threw me off but that is my fault for not checking the description. I thought I was getting 2 sets and it was only one. For this price I could have bought 3 from another seller. In fact I did buy another set with the tri wing screw driver for about the same price. But the product itself is eh.... When you move the left thumbstick diagonally left actually any direction really. It hits the housing and because the stick is a little short than the original it rubs weird against it. I feels like it also sits deeper which could be part of the issue. I am not sure if it is also because mine is a wave bird if that makes a difference, but I couldn't find anything online indicating that there was. So product is fine for what it is. Just too expensive I thought I was paying for better fit, I would suggest to try a different one.",It's eh....,1516924800,,,"['https://images-na.ssl-images-amazon.com/images/I/61pC5xzNwKL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QOdR2vhQL._SY88.jpg']"
3.0,False,"10 21, 2001",A270GTXRN8C88D,B00001LAE2,dave,"After passing Gabriel Knight 1 and 2 long before this game came out I was very ""into"" the gk series, then the third installment came. I was expecting it to be like the first one, cartoonish and not very realistic, I was right. In my opinion, gabriel knight 2 is the best of the series only because the personalities of the characters stand out the most in the gabriel knight series. Gabriel knight 2 uses real actors whom gave a great performance, the use of 3d and going back to Tim Curry in GK3 was going down a step. Gk3 is basically Gk1 in polygonal format with a less interesting backset.
I was very dissapointed in the story of this game, in the end after I confirmed the whole story, i said ""nice try"". Nice try as in, 'nice try, but the story just doesn't work out'. One thing that makes the GK series good, is gabriel himself. He was protrayed well in this game, because they used Tim Curry as the voice, as they did in GK1. Another character you play in the game is Grace, very frusterating when it comes turn to play her, the game totally changes from fun and comical to extremely boring. In all fairness though, playing Grace is boring in all 3 games.
So to cut things short the only incentive to play thie game is for the 3d graphics, they are indeed nice eye candy. I recommend playing ""The Longest Journey"", or if you want a taste of the GK series, Gabriel Knight 2 is the way to go.","it is ""OK""",1003622400,,,
3.0,True,"12 6, 2013",A30PHK8LB4HPB3,B00CMQTU74,J. A. Mohr,"Cool concept and I was amped when I saw awesome Rome games, the executions are fun for a few minutes but the game is a straight line, everything is also a big QuickTime event, it is also a straight line. To piss on your facet hey have a buy gold store in game,  Wait till it's on sale,",You can buy gold in game! Yay?,1386288000,,"{'Edition:': ' Day One', 'Platform:': ' Xbox One'}",
3.0,True,"01 3, 2015",A3PUJG5B95J57R,B00EADTVL2,Dave,Not as good as the energizer ps3 charger. Not as stable a base and doesn't hold controller as firm but it works.,ok,1420243200,,{'Format:': ' Video Game'},
3.0,False,"07 7, 2015",AHTLYPGW2WB6L,B00HD4R5YU,jared evans,"I am glad I didn't have to pay for this! the gameplay was fun, but the amount of game play they give you is just bad. What is the point of waisting our time with this? I would be giving it more starts if there was an actual game to play.",I am glad I didn't have to pay for this,1436227200,,{'Platform:': ' PlayStation 4'},
3.0,True,"04 18, 2015",A25KOS205XR1Z1,B009D4JW3U,Rory J. Vandenberg,THIS IS NOT AN AUTHENTIC NINTENDO PRODUCT!  The joysticks are stiff compared to real Nintendo controllers.  Spend the extra $10 and get Genuine Nintendo controllers,Spend the extra $10 and get Genuine Nintendo controllers instead of this one,1429315200,,,
3.0,True,"12 7, 2013",A221XNBE2B3DQE,B00ARCWQOO,Charlie M.,"If you absolutely love baseball, only have an Xbox, and need to have a baseball game, then please go ahead and buy this game. It's an accurate baseball simulation first and foremost. However, not being a baseball fanatic myself, I found that it was missing any kind of depth. Just kind of a 'play a game, and then on to the next one' type of experience. Not bad by any means, just keep your expectations tempered.",Not bad,1386374400,,{'Platform:': ' Xbox 360'},
3.0,True,"11 5, 2015",AZ4TH68HZDJO,B000B8KIPS,CG,"I got this mainly because it includes Rastan, which I remembered really enjoying in the arcade. Jungle Hunt was nice to play again as well. Much better than Taito Legends 2.",Jungle Hunt was nice to play again as well,1446681600,,{'Platform:': ' PlayStation2'},
